id,user_id_original,region
30200,63949,metro
30201,63952,north
30202,63954,east
30203,63955,west
30204,63956,central
30205,63957,metro
30206,63958,coastal
30207,63959,rural
30208,63960,north
30209,63961,south
30210,63963,west
30211,63972,central
30212,63980,central
30213,63981,metro
30214,63983,rural
30215,63984,north
30216,63986,east
30217,63987,west
30218,63988,central
30219,63989,metro
30220,63990,coastal
30221,63992,north
30222,63994,east
30223,63996,central
30224,64000,north
30225,64002,east
30226,64004,central
30227,64005,metro
30228,64007,rural
30229,64008,north
30230,64012,central
30231,64028,central
30232,64029,metro
30233,64030,coastal
30234,64031,rural
30235,64032,north
30236,64033,south
30237,64034,east
30238,64035,west
30239,64036,central
30240,64037,metro
30241,64038,coastal
30242,64039,rural
30243,64040,north
30244,64041,south
30245,64042,east
30246,64043,west
30247,64044,central
30248,64045,metro
30249,64046,coastal
30250,64047,rural
30251,64057,south
30252,64058,east
30253,64059,west
30254,64060,central
30255,64061,metro
30256,64062,coastal
30257,64063,rural
30258,64064,north
30259,64065,south
30260,64066,east
30261,64067,west
30262,64068,central
30263,64069,metro
30264,64070,coastal
30265,64071,rural
30266,64072,north
30267,64073,south
30268,64082,east
30269,64084,central
30270,64101,metro
30271,64105,south
30272,64114,east
30273,64127,rural
30274,64128,north
30275,64129,south
30276,64130,east
30277,64131,west
30278,64132,central
30279,64133,metro
30280,64134,coastal
30281,64137,south
30282,64138,east
30283,64140,central
30284,64141,metro
30285,64142,coastal
30286,64143,rural
30287,64144,north
30288,64145,south
30289,64146,east
30290,64147,west
30291,64148,central
30292,64149,metro
30293,64150,coastal
30294,64151,rural
30295,64158,coastal
30296,64169,south
30297,64175,rural
30298,64178,east
30299,64189,metro
30300,64195,west
30301,64209,south
30302,64215,rural
30303,64216,north
30304,64217,south
30305,64218,east
30306,64219,west
30307,64220,central
30308,64221,metro
30309,64222,coastal
30310,64223,rural
30311,64224,north
30312,64225,south
30313,64226,east
30314,64227,west
30315,64228,central
30316,64230,coastal
30317,64232,north
30318,64234,east
30319,64236,central
30320,64237,metro
30321,64238,coastal
30322,64239,rural
30323,64240,north
30324,64241,south
30325,64242,east
30326,64243,west
30327,64244,central
30328,64245,metro
30329,64254,coastal
30330,64258,east
30331,64268,central
30332,64271,rural
30333,64275,west
30334,64276,central
30335,64277,metro
30336,64278,coastal
30337,64279,rural
30338,64280,north
30339,64281,south
30340,64282,east
30341,64283,west
30342,64284,central
30343,64285,metro
30344,64286,coastal
30345,64287,rural
30346,64294,coastal
30347,64296,north
30348,64300,central
30349,64303,rural
30350,64316,central
30351,64320,north
30352,64326,coastal
30353,64327,rural
30354,64328,north
30355,64329,south
30356,64330,east
30357,64331,west
30358,64332,central
30359,64336,north
30360,64345,south
30361,64349,metro
30362,64361,south
30363,64393,south
30364,64395,west
30365,64396,central
30366,64398,coastal
30367,64399,rural
30368,64400,north
30369,64401,south
30370,64402,east
30371,64403,west
30372,64404,central
30373,64405,metro
30374,64406,coastal
30375,64407,rural
30376,64408,north
30377,64409,south
30378,64410,east
30379,64411,west
30380,64412,central
30381,64413,metro
30382,64414,coastal
30383,64415,rural
30384,64416,north
30385,64417,south
30386,64418,east
30387,64419,west
30388,64420,central
30389,64421,metro
30390,64422,coastal
30391,64423,rural
30392,64424,north
30393,64430,coastal
30394,64435,west
30395,64437,metro
30396,64439,rural
30397,64459,west
30398,64480,north
30399,64488,north
30400,64492,central
30401,64506,east
30402,64508,central
30403,64515,west
30404,64518,coastal
30405,64519,rural
30406,64520,north
30407,64521,south
30408,64522,east
30409,64523,west
30410,64524,central
30411,64525,metro
30412,64526,coastal
30413,64527,rural
30414,64528,north
30415,64529,south
30416,64541,metro
30417,64545,south
30418,64564,central
30419,64565,metro
30420,64566,coastal
30421,64567,rural
30422,64568,north
30423,64569,south
30424,64570,east
30425,64572,central
30426,64573,metro
30427,64578,east
30428,64579,west
30429,64580,central
30430,64581,metro
30431,64582,coastal
30432,64583,rural
30433,64584,north
30434,64585,south
30435,64586,east
30436,64587,west
30437,64588,central
30438,64589,metro
30439,64590,coastal
30440,64591,rural
30441,64592,north
30442,64593,south
30443,64594,east
30444,64596,central
30445,64612,central
30446,64640,north
30447,64641,south
30448,64642,east
30449,64643,west
30450,64644,central
30451,64645,metro
30452,64646,coastal
30453,64647,rural
30454,64648,north
30455,64649,south
30456,64650,east
30457,64651,west
30458,64654,coastal
30459,64658,east
30460,64660,central
30461,64661,metro
30462,64670,coastal
30463,64683,west
30464,64698,east
30465,64713,south
30466,64715,west
30467,64717,metro
30468,64718,coastal
30469,64719,rural
30470,64720,north
30471,64721,south
30472,64722,east
30473,64723,west
30474,64724,central
30475,64730,east
30476,64731,west
30477,64735,rural
30478,64737,south
30479,64746,east
30480,64748,central
30481,64754,east
30482,64755,west
30483,64756,central
30484,64757,metro
30485,64758,coastal
30486,64759,rural
30487,64760,north
30488,64761,south
30489,64762,east
30490,64774,coastal
30491,64779,west
30492,64782,coastal
30493,64784,north
30494,64787,west
30495,64796,central
30496,64805,metro
30497,64807,rural
30498,64809,south
30499,64811,west
30500,64815,rural
30501,64817,south
30502,64826,east
30503,64834,east
30504,64836,central
30505,64837,metro
30506,64839,rural
30507,64841,south
30508,64842,east
30509,64843,west
30510,64844,central
30511,64845,metro
30512,64846,coastal
30513,64847,rural
30514,64848,north
30515,64849,south
30516,64850,east
30517,64851,west
30518,64852,central
30519,64853,metro
30520,64854,coastal
30521,64855,rural
30522,64856,north
30523,64857,south
30524,64858,east
30525,64859,west
30526,64860,central
30527,64861,metro
30528,64862,coastal
30529,64863,rural
30530,64864,north
30531,64865,south
30532,64866,east
30533,64867,west
30534,64868,central
30535,64869,metro
30536,64870,coastal
30537,64882,east
30538,64883,west
30539,64892,central
30540,64896,north
30541,64910,coastal
30542,64914,east
30543,64919,rural
30544,64921,south
30545,64922,east
30546,64923,west
30547,64925,metro
30548,64927,rural
30549,64929,south
30550,64931,west
30551,64933,metro
30552,64934,coastal
30553,64935,rural
30554,64936,north
30555,64938,east
30556,64940,central
30557,64942,coastal
30558,64943,rural
30559,64944,north
30560,64946,east
30561,64948,central
30562,64950,coastal
30563,64952,north
30564,64953,south
30565,64956,central
30566,64968,north
30567,64981,metro
30568,64988,central
30569,64993,south
30570,64994,east
30571,64997,metro
30572,65005,metro
30573,65012,central
30574,65015,rural
30575,65016,north
30576,65017,south
30577,65018,east
30578,65019,west
30579,65020,central
30580,65022,coastal
30581,65023,rural
30582,65024,north
30583,65025,south
30584,65026,east
30585,65027,west
30586,65028,central
30587,65029,metro
30588,65030,coastal
30589,65031,rural
30590,65032,north
30591,65033,south
30592,65034,east
30593,65035,west
30594,65036,central
30595,65037,metro
30596,65054,coastal
30597,65055,rural
30598,65056,north
30599,65057,south
30600,65058,east
30601,65059,west
30602,65060,central
30603,65061,metro
30604,65062,coastal
30605,65063,rural
30606,65064,north
30607,65065,south
30608,65066,east
30609,65067,west
30610,65068,central
30611,65069,metro
30612,65070,coastal
30613,65071,rural
30614,65072,north
30615,65073,south
30616,65083,west
30617,65084,central
30618,65086,coastal
30619,65088,north
30620,65091,west
30621,65095,rural
30622,65099,west
30623,65105,south
30624,65106,east
30625,65107,west
30626,65112,north
30627,65118,coastal
30628,65119,rural
30629,65120,north
30630,65121,south
30631,65122,east
30632,65123,west
30633,65124,central
30634,65125,metro
30635,65126,coastal
30636,65127,rural
30637,65128,north
30638,65129,south
30639,65130,east
30640,65131,west
30641,65132,central
30642,65133,metro
30643,65139,west
30644,65140,central
30645,65141,metro
30646,65142,coastal
30647,65143,rural
30648,65144,north
30649,65145,south
30650,65146,east
30651,65147,west
30652,65148,central
30653,65149,metro
30654,65150,coastal
30655,65151,rural
30656,65152,north
30657,65153,south
30658,65154,east
30659,65155,west
30660,65156,central
30661,65164,central
30662,65166,coastal
30663,65167,rural
30664,65169,south
30665,65172,central
30666,65174,coastal
30667,65176,north
30668,65177,south
30669,65178,east
30670,65179,west
30671,65180,central
30672,65181,metro
30673,65182,coastal
30674,65183,rural
30675,65184,north
30676,65185,south
30677,65186,east
30678,65187,west
30679,65188,central
30680,65189,metro
30681,65190,coastal
30682,65191,rural
30683,65192,north
30684,65193,south
30685,65194,east
30686,65195,west
30687,65196,central
30688,65197,metro
30689,65208,north
30690,65209,south
30691,65213,metro
30692,65233,south
30693,65234,east
30694,65236,central
30695,65238,coastal
30696,65239,rural
30697,65240,north
30698,65241,south
30699,65243,west
30700,65244,central
30701,65245,metro
30702,65246,coastal
30703,65247,rural
30704,65248,north
30705,65249,south
30706,65250,east
30707,65251,west
30708,65252,central
30709,65253,metro
30710,65254,coastal
30711,65255,rural
30712,65256,north
30713,65257,south
30714,65258,east
30715,65259,west
30716,65260,central
30717,65261,metro
30718,65262,coastal
30719,65263,rural
30720,65264,north
30721,65265,south
30722,65266,east
30723,65267,west
30724,65268,central
30725,65269,metro
30726,65270,coastal
30727,65271,rural
30728,65273,south
30729,65275,west
30730,65277,metro
30731,65278,coastal
30732,65287,rural
30733,65289,south
30734,65305,south
30735,65317,metro
30736,65318,coastal
30737,65319,rural
30738,65320,north
30739,65321,south
30740,65322,east
30741,65323,west
30742,65324,central
30743,65325,metro
30744,65326,coastal
30745,65327,rural
30746,65328,north
30747,65329,south
30748,65331,west
30749,65332,central
30750,65333,metro
30751,65334,coastal
30752,65335,rural
30753,65336,north
30754,65339,west
30755,65340,central
30756,65342,coastal
30757,65351,rural
30758,65352,north
30759,65353,south
30760,65355,west
30761,65357,metro
30762,65358,coastal
30763,65359,rural
30764,65360,north
30765,65361,south
30766,65362,east
30767,65363,west
30768,65365,metro
30769,65367,rural
30770,65369,south
30771,65370,east
30772,65371,west
30773,65372,central
30774,65373,metro
30775,65374,coastal
30776,65388,central
30777,65397,metro
30778,65406,coastal
30779,65420,central
30780,65435,west
30781,65440,north
30782,65447,rural
30783,65449,south
30784,65451,west
30785,65457,south
30786,65478,coastal
30787,65523,west
30788,65524,central
30789,65525,metro
30790,65526,coastal
30791,65527,rural
30792,65528,north
30793,65529,south
30794,65530,east
30795,65531,west
30796,65532,central
30797,65533,metro
30798,65534,coastal
30799,65535,rural
30800,65536,north
30801,65537,south
30802,65538,east
30803,65539,west
30804,65540,central
30805,65541,metro
30806,65546,east
30807,65558,coastal
30808,65561,south
30809,65579,west
30810,65587,west
30811,65614,coastal
30812,65617,south
30813,65619,west
30814,65622,coastal
30815,65624,north
30816,65625,south
30817,65626,east
30818,65627,west
30819,65628,central
30820,65629,metro
30821,65630,coastal
30822,65631,rural
30823,65632,north
30824,65633,south
30825,65634,east
30826,65635,west
30827,65636,central
30828,65646,coastal
30829,65649,south
30830,65651,west
30831,65657,south
30832,65658,east
30833,65659,west
30834,65660,central
30835,65661,metro
30836,65662,coastal
30837,65663,rural
30838,65664,north
30839,65665,south
30840,65666,east
30841,65667,west
30842,65668,central
30843,65669,metro
30844,65670,coastal
30845,65671,rural
30846,65672,north
30847,65673,south
30848,65674,east
30849,65694,coastal
30850,65700,central
30851,65701,metro
30852,65704,north
30853,65709,metro
30854,65713,south
30855,65714,east
30856,65715,west
30857,65716,central
30858,65717,metro
30859,65718,coastal
30860,65719,rural
30861,65720,north
30862,65721,south
30863,65722,east
30864,65723,west
30865,65724,central
30866,65725,metro
30867,65726,coastal
30868,65727,rural
30869,65728,north
30870,65729,south
30871,65730,east
30872,65731,west
30873,65732,central
30874,65743,rural
30875,65746,east
30876,65749,metro
30877,65758,coastal
30878,65775,rural
30879,65782,coastal
30880,65794,east
30881,65795,west
30882,65796,central
30883,65797,metro
30884,65798,coastal
30885,65799,rural
30886,65800,north
30887,65801,south
30888,65802,east
30889,65803,west
30890,65804,central
30891,65805,metro
30892,65806,coastal
30893,65807,rural
30894,65808,north
30895,65809,south
30896,65810,east
30897,65811,west
30898,65812,central
30899,65813,metro
30900,65814,coastal
30901,65817,south
30902,65818,east
30903,65819,west
30904,65820,central
30905,65821,metro
30906,65822,coastal
30907,65823,rural
30908,65824,north
30909,65825,south
30910,65826,east
30911,65827,west
30912,65828,central
30913,65829,metro
30914,65830,coastal
30915,65831,rural
30916,65832,north
30917,65833,south
30918,65837,metro
30919,65841,south
30920,65842,east
30921,65843,west
30922,65844,central
30923,65845,metro
30924,65846,coastal
30925,65847,rural
30926,65848,north
30927,65849,south
30928,65850,east
30929,65851,west
30930,65852,central
30931,65853,metro
30932,65854,coastal
30933,65855,rural
30934,65856,north
30935,65857,south
30936,65858,east
30937,65859,west
30938,65860,central
30939,65861,metro
30940,65862,coastal
30941,65863,rural
30942,65864,north
30943,65865,south
30944,65866,east
30945,65867,west
30946,65868,central
30947,65872,north
30948,65874,east
30949,65876,central
30950,65881,south
30951,65882,east
30952,65883,west
30953,65884,central
30954,65885,metro
30955,65886,coastal
30956,65887,rural
30957,65888,north
30958,65889,south
30959,65891,west
30960,65892,central
30961,65893,metro
30962,65894,coastal
30963,65895,rural
30964,65896,north
30965,65897,south
30966,65898,east
30967,65899,west
30968,65900,central
30969,65901,metro
30970,65902,coastal
30971,65904,north
30972,65905,south
30973,65906,east
30974,65909,metro
30975,65910,coastal
30976,65911,rural
30977,65912,north
30978,65913,south
30979,65914,east
30980,65915,west
30981,65916,central
30982,65917,metro
30983,65918,coastal
30984,65919,rural
30985,65920,north
30986,65921,south
30987,65922,east
30988,65923,west
30989,65924,central
30990,65925,metro
30991,65926,coastal
30992,65927,rural
30993,65928,north
30994,65929,south
30995,65930,east
30996,65931,west
30997,65932,central
30998,65948,central
30999,65949,metro
31000,65950,coastal
31001,65951,rural
31002,65952,north
31003,65953,south
31004,65954,east
31005,65955,west
31006,65956,central
31007,65957,metro
31008,65958,coastal
31009,65960,north
31010,65961,south
31011,65962,east
31012,65963,west
31013,65964,central
31014,65965,metro
31015,65966,coastal
31016,65967,rural
31017,65968,north
31018,65970,east
31019,65971,west
31020,65974,coastal
31021,65999,rural
31022,66012,central
31023,66015,rural
31024,66016,north
31025,66017,south
31026,66018,east
31027,66019,west
31028,66020,central
31029,66021,metro
31030,66022,coastal
31031,66023,rural
31032,66024,north
31033,66025,south
31034,66026,east
31035,66027,west
31036,66028,central
31037,66029,metro
31038,66030,coastal
31039,66031,rural
31040,66032,north
31041,66033,south
31042,66034,east
31043,66035,west
31044,66036,central
31045,66037,metro
31046,66038,coastal
31047,66039,rural
31048,66040,north
31049,66045,metro
31050,66046,coastal
31051,66054,coastal
31052,66056,north
31053,66058,east
31054,66060,central
31055,66061,metro
31056,66065,south
31057,66066,east
31058,66074,east
31059,66076,central
31060,66077,metro
31061,66078,coastal
31062,66079,rural
31063,66080,north
31064,66081,south
31065,66082,east
31066,66083,west
31067,66084,central
31068,66085,metro
31069,66086,coastal
31070,66087,rural
31071,66088,north
31072,66089,south
31073,66090,east
31074,66091,west
31075,66092,central
31076,66093,metro
31077,66094,coastal
31078,66095,rural
31079,66096,north
31080,66097,south
31081,66098,east
31082,66104,north
31083,66106,east
31084,66116,central
31085,66124,central
31086,66126,coastal
31087,66129,south
31088,66132,central
31089,66133,metro
31090,66134,coastal
31091,66135,rural
31092,66137,south
31093,66139,west
31094,66140,central
31095,66141,metro
31096,66142,coastal
31097,66143,rural
31098,66144,north
31099,66145,south
31100,66146,east
31101,66147,west
31102,66148,central
31103,66149,metro
31104,66150,coastal
31105,66151,rural
31106,66152,north
31107,66153,south
31108,66154,east
31109,66155,west
31110,66156,central
31111,66157,metro
31112,66158,coastal
31113,66159,rural
31114,66160,north
31115,66161,south
31116,66162,east
31117,66163,west
31118,66164,central
31119,66165,metro
31120,66166,coastal
31121,66167,rural
31122,66168,north
31123,66169,south
31124,66170,east
31125,66171,west
31126,66172,central
31127,66173,metro
31128,66174,coastal
31129,66175,rural
31130,66176,north
31131,66177,south
31132,66178,east
31133,66179,west
31134,66200,north
31135,66203,west
31136,66211,west
31137,66213,metro
31138,66217,south
31139,66218,east
31140,66219,west
31141,66221,metro
31142,66224,north
31143,66226,east
31144,66228,central
31145,66229,metro
31146,66230,coastal
31147,66231,rural
31148,66232,north
31149,66233,south
31150,66234,east
31151,66235,west
31152,66236,central
31153,66237,metro
31154,66240,north
31155,66243,west
31156,66247,rural
31157,66248,north
31158,66252,central
31159,66258,east
31160,66259,west
31161,66260,central
31162,66261,metro
31163,66262,coastal
31164,66263,rural
31165,66264,north
31166,66265,south
31167,66266,east
31168,66267,west
31169,66268,central
31170,66269,metro
31171,66270,coastal
31172,66271,rural
31173,66273,south
31174,66275,west
31175,66276,central
31176,66277,metro
31177,66282,east
31178,66289,south
31179,66291,west
31180,66298,east
31181,66301,metro
31182,66309,metro
31183,66316,central
31184,66320,north
31185,66321,south
31186,66322,east
31187,66323,west
31188,66324,central
31189,66325,metro
31190,66326,coastal
31191,66327,rural
31192,66328,north
31193,66329,south
31194,66330,east
31195,66331,west
31196,66332,central
31197,66333,metro
31198,66334,coastal
31199,66335,rural
31200,66338,east
31201,66344,north
31202,66349,metro
31203,66351,rural
31204,66353,south
31205,66355,west
31206,66356,central
31207,66357,metro
31208,66358,coastal
31209,66359,rural
31210,66360,north
31211,66361,south
31212,66364,central
31213,66365,metro
31214,66366,coastal
31215,66376,north
31216,66377,south
31217,66378,east
31218,66380,central
31219,66407,rural
31220,66414,coastal
31221,66415,rural
31222,66417,south
31223,66419,west
31224,66421,metro
31225,66423,rural
31226,66424,north
31227,66425,south
31228,66426,east
31229,66427,west
31230,66428,central
31231,66429,metro
31232,66430,coastal
31233,66431,rural
31234,66432,north
31235,66433,south
31236,66434,east
31237,66435,west
31238,66436,central
31239,66437,metro
31240,66438,coastal
31241,66439,rural
31242,66440,north
31243,66441,south
31244,66442,east
31245,66443,west
31246,66444,central
31247,66445,metro
31248,66446,coastal
31249,66447,rural
31250,66448,north
31251,66449,south
31252,66450,east
31253,66451,west
31254,66452,central
31255,66453,metro
31256,66456,north
31257,66466,east
31258,66471,rural
31259,66476,central
31260,66477,metro
31261,66478,coastal
31262,66479,rural
31263,66480,north
31264,66481,south
31265,66482,east
31266,66483,west
31267,66486,coastal
31268,66487,rural
31269,66488,north
31270,66491,west
31271,66497,south
31272,66514,east
31273,66526,coastal
31274,66527,rural
31275,66528,north
31276,66529,south
31277,66530,east
31278,66531,west
31279,66532,central
31280,66533,metro
31281,66535,rural
31282,66536,north
31283,66537,south
31284,66538,east
31285,66539,west
31286,66540,central
31287,66541,metro
31288,66542,coastal
31289,66543,rural
31290,66544,north
31291,66545,south
31292,66546,east
31293,66547,west
31294,66548,central
31295,66549,metro
31296,66550,coastal
31297,66551,rural
31298,66552,north
31299,66554,east
31300,66555,west
31301,66556,central
31302,66558,coastal
31303,66559,rural
31304,66560,north
31305,66561,south
31306,66562,east
31307,66563,west
31308,66564,central
31309,66565,metro
31310,66566,coastal
31311,66567,rural
31312,66568,north
31313,66569,south
31314,66570,east
31315,66571,west
31316,66572,central
31317,66573,metro
31318,66574,coastal
31319,66575,rural
31320,66576,north
31321,66577,south
31322,66578,east
31323,66579,west
31324,66580,central
31325,66581,metro
31326,66582,coastal
31327,66583,rural
31328,66584,north
31329,66601,south
31330,66604,central
31331,66605,metro
31332,66606,coastal
31333,66607,rural
31334,66608,north
31335,66609,south
31336,66610,east
31337,66611,west
31338,66612,central
31339,66613,metro
31340,66614,coastal
31341,66615,rural
31342,66617,south
31343,66618,east
31344,66619,west
31345,66620,central
31346,66622,coastal
31347,66624,north
31348,66626,east
31349,66633,south
31350,66635,west
31351,66661,metro
31352,66673,south
31353,66686,coastal
31354,66694,coastal
31355,66695,rural
31356,66702,coastal
31357,66703,rural
31358,66704,north
31359,66705,south
31360,66706,east
31361,66707,west
31362,66708,central
31363,66709,metro
31364,66710,coastal
31365,66711,rural
31366,66712,north
31367,66713,south
31368,66715,west
31369,66716,central
31370,66717,metro
31371,66718,coastal
31372,66719,rural
31373,66720,north
31374,66721,south
31375,66722,east
31376,66723,west
31377,66724,central
31378,66725,metro
31379,66728,north
31380,66733,metro
31381,66736,north
31382,66738,east
31383,66766,coastal
31384,66768,north
31385,66774,coastal
31386,66777,south
31387,66787,west
31388,66789,metro
31389,66792,north
31390,66794,east
31391,66796,central
31392,66797,metro
31393,66800,north
31394,66801,south
31395,66803,west
31396,66805,metro
31397,66806,coastal
31398,66807,rural
31399,66808,north
31400,66809,south
31401,66810,east
31402,66811,west
31403,66812,central
31404,66813,metro
31405,66814,coastal
31406,66815,rural
31407,66816,north
31408,66827,west
31409,66829,metro
31410,66831,rural
31411,66832,north
31412,66833,south
31413,66834,east
31414,66835,west
31415,66836,central
31416,66837,metro
31417,66838,coastal
31418,66839,rural
31419,66840,north
31420,66841,south
31421,66842,east
31422,66843,west
31423,66844,central
31424,66845,metro
31425,66846,coastal
31426,66847,rural
31427,66848,north
31428,66858,east
31429,66861,metro
31430,66878,coastal
31431,66893,metro
31432,66903,rural
31433,66904,north
31434,66905,south
31435,66906,east
31436,66907,west
31437,66908,central
31438,66909,metro
31439,66910,coastal
31440,66911,rural
31441,66912,north
31442,66913,south
31443,66914,east
31444,66915,west
31445,66916,central
31446,66917,metro
31447,66918,coastal
31448,66920,north
31449,66923,west
31450,66924,central
31451,66925,metro
31452,66926,coastal
31453,66927,rural
31454,66928,north
31455,66929,south
31456,66930,east
31457,66931,west
31458,66932,central
31459,66933,metro
31460,66934,coastal
31461,66935,rural
31462,66936,north
31463,66938,east
31464,66939,west
31465,66940,central
31466,66941,metro
31467,66942,coastal
31468,66943,rural
31469,66948,central
31470,66960,north
31471,66962,east
31472,66963,west
31473,66964,central
31474,66965,metro
31475,66966,coastal
31476,66967,rural
31477,66968,north
31478,66969,south
31479,66970,east
31480,66971,west
31481,66972,central
31482,66973,metro
31483,66974,coastal
31484,66975,rural
31485,66976,north
31486,66977,south
31487,66978,east
31488,66979,west
31489,66980,central
31490,66981,metro
31491,66982,coastal
31492,66983,rural
31493,66984,north
31494,66985,south
31495,66986,east
31496,66987,west
31497,66988,central
31498,66989,metro
31499,66990,coastal
31500,66991,rural
31501,66992,north
31502,66993,south
31503,66994,east
31504,66995,west
31505,66996,central
31506,66997,metro
31507,66998,coastal
31508,66999,rural
31509,67006,coastal
31510,67011,west
31511,67015,rural
31512,67016,north
31513,67017,south
31514,67018,east
31515,67019,west
31516,67020,central
31517,67021,metro
31518,67022,coastal
31519,67023,rural
31520,67024,north
31521,67025,south
31522,67026,east
31523,67027,west
31524,67028,central
31525,67049,south
31526,67052,central
31527,67056,north
31528,67064,north
31529,67068,central
31530,67071,rural
31531,67072,north
31532,67074,east
31533,67075,west
31534,67078,coastal
31535,67079,rural
31536,67080,north
31537,67081,south
31538,67082,east
31539,67083,west
31540,67085,metro
31541,67086,coastal
31542,67088,north
31543,67090,east
31544,67093,metro
31545,67094,coastal
31546,67095,rural
31547,67097,south
31548,67099,west
31549,67101,metro
31550,67113,south
31551,67116,central
31552,67132,central
31553,67133,metro
31554,67134,coastal
31555,67136,north
31556,67137,south
31557,67138,east
31558,67140,central
31559,67141,metro
31560,67142,coastal
31561,67143,rural
31562,67144,north
31563,67145,south
31564,67146,east
31565,67147,west
31566,67148,central
31567,67150,coastal
31568,67151,rural
31569,67153,south
31570,67154,east
31571,67155,west
31572,67156,central
31573,67158,coastal
31574,67159,rural
31575,67160,north
31576,67161,south
31577,67162,east
31578,67163,west
31579,67164,central
31580,67165,metro
31581,67166,coastal
31582,67167,rural
31583,67169,south
31584,67170,east
31585,67172,central
31586,67173,metro
31587,67174,coastal
31588,67175,rural
31589,67176,north
31590,67177,south
31591,67178,east
31592,67179,west
31593,67180,central
31594,67183,rural
31595,67186,east
31596,67197,metro
31597,67204,central
31598,67205,metro
31599,67206,coastal
31600,67207,rural
31601,67208,north
31602,67209,south
31603,67210,east
31604,67211,west
31605,67212,central
31606,67213,metro
31607,67214,coastal
31608,67215,rural
31609,67216,north
31610,67217,south
31611,67218,east
31612,67219,west
31613,67220,central
31614,67221,metro
31615,67222,coastal
31616,67223,rural
31617,67224,north
31618,67225,south
31619,67226,east
31620,67227,west
31621,67228,central
31622,67230,coastal
31623,67232,north
31624,67233,south
31625,67234,east
31626,67235,west
31627,67236,central
31628,67237,metro
31629,67238,coastal
31630,67239,rural
31631,67240,north
31632,67252,central
31633,67262,coastal
31634,67263,rural
31635,67264,north
31636,67265,south
31637,67266,east
31638,67267,west
31639,67268,central
31640,67269,metro
31641,67270,coastal
31642,67271,rural
31643,67272,north
31644,67273,south
31645,67274,east
31646,67275,west
31647,67276,central
31648,67277,metro
31649,67283,west
31650,67285,metro
31651,67288,north
31652,67289,south
31653,67290,east
31654,67295,rural
31655,67306,east
31656,67312,north
31657,67320,north
31658,67321,south
31659,67324,central
31660,67325,metro
31661,67326,coastal
31662,67331,west
31663,67332,central
31664,67333,metro
31665,67334,coastal
31666,67336,north
31667,67337,south
31668,67338,east
31669,67340,central
31670,67343,rural
31671,67345,south
31672,67347,west
31673,67349,metro
31674,67351,rural
31675,67353,south
31676,67354,east
31677,67355,west
31678,67358,coastal
31679,67359,rural
31680,67360,north
31681,67361,south
31682,67362,east
31683,67363,west
31684,67364,central
31685,67365,metro
31686,67366,coastal
31687,67367,rural
31688,67368,north
31689,67369,south
31690,67370,east
31691,67371,west
31692,67372,central
31693,67373,metro
31694,67374,coastal
31695,67375,rural
31696,67378,east
31697,67380,central
31698,67385,south
31699,67387,west
31700,67388,central
31701,67389,metro
31702,67390,coastal
31703,67391,rural
31704,67393,south
31705,67394,east
31706,67395,west
31707,67396,central
31708,67397,metro
31709,67398,coastal
31710,67399,rural
31711,67400,north
31712,67401,south
31713,67402,east
31714,67403,west
31715,67404,central
31716,67407,rural
31717,67414,coastal
31718,67426,east
31719,67443,west
31720,67444,central
31721,67445,metro
31722,67446,coastal
31723,67447,rural
31724,67448,north
31725,67449,south
31726,67450,east
31727,67451,west
31728,67452,central
31729,67453,metro
31730,67454,coastal
31731,67455,rural
31732,67456,north
31733,67457,south
31734,67458,east
31735,67459,west
31736,67460,central
31737,67461,metro
31738,67462,coastal
31739,67463,rural
31740,67464,north
31741,67465,south
31742,67466,east
31743,67467,west
31744,67468,central
31745,67469,metro
31746,67470,coastal
31747,67471,rural
31748,67472,north
31749,67473,south
31750,67474,east
31751,67475,west
31752,67477,metro
31753,67478,coastal
31754,67480,north
31755,67482,east
31756,67483,west
31757,67484,central
31758,67485,metro
31759,67486,coastal
31760,67487,rural
31761,67495,rural
31762,67501,metro
31763,67502,coastal
31764,67503,rural
31765,67504,north
31766,67505,south
31767,67506,east
31768,67507,west
31769,67508,central
31770,67509,metro
31771,67510,coastal
31772,67511,rural
31773,67512,north
31774,67513,south
31775,67517,metro
31776,67522,east
31777,67528,north
31778,67529,south
31779,67539,west
31780,67543,rural
31781,67544,north
31782,67545,south
31783,67546,east
31784,67547,west
31785,67548,central
31786,67549,metro
31787,67550,coastal
31788,67551,rural
31789,67552,north
31790,67553,south
31791,67554,east
31792,67555,west
31793,67556,central
31794,67557,metro
31795,67558,coastal
31796,67559,rural
31797,67560,north
31798,67561,south
31799,67562,east
31800,67563,west
31801,67564,central
31802,67565,metro
31803,67566,coastal
31804,67567,rural
31805,67568,north
31806,67569,south
31807,67570,east
31808,67571,west
31809,67572,central
31810,67573,metro
31811,67575,rural
31812,67583,rural
31813,67589,metro
31814,67594,east
31815,67597,metro
31816,67603,west
31817,67607,rural
31818,67608,north
31819,67609,south
31820,67610,east
31821,67611,west
31822,67612,central
31823,67613,metro
31824,67614,coastal
31825,67615,rural
31826,67616,north
31827,67617,south
31828,67618,east
31829,67619,west
31830,67620,central
31831,67621,metro
31832,67622,coastal
31833,67623,rural
31834,67624,north
31835,67625,south
31836,67626,east
31837,67627,west
31838,67628,central
31839,67629,metro
31840,67630,coastal
31841,67631,rural
31842,67632,north
31843,67633,south
31844,67634,east
31845,67635,west
31846,67636,central
