source,target
29583,1554
29583,4643
29583,4908
29583,1504
29584,1554
29584,4643
29584,4908
29584,1504
29585,1554
29585,4643
29586,1554
29586,4643
29587,1554
29587,4643
29587,4908
29587,17039
29587,1504
29588,1554
29588,4643
29588,4908
29589,1554
29590,1554
29590,4643
29590,17039
29591,1554
29591,4908
29591,1504
29592,1554
29592,4643
29592,4908
29592,1504
29593,1554
29593,4643
29593,17039
29594,1554
29595,1554
29595,4643
29596,1554
29598,1554
29599,1554
29599,4908
29600,1554
29600,4643
29600,4908
29602,63204
29612,1554
29612,4643
29613,1554
29613,4908
29613,4643
29613,17039
29613,1504
29623,1554
29623,4908
29623,4643
29623,1504
29648,1554
29648,4908
29648,4643
29648,1504
29649,1554
29649,4908
29649,4643
29649,1504
29669,1554
29669,4908
29669,4643
29669,1504
29670,1554
29670,4908
29670,4643
29670,1504
29672,4643
29673,1554
29673,4908
29673,4643
29673,17039
29678,63204
29680,4643
29685,63501
29686,1554
29686,4643
29686,17039
29691,1554
29691,4643
29692,1554
29692,4643
29692,4908
29692,17039
29693,1554
29693,4643
29693,4908
29693,17039
29694,1554
29694,4643
29694,4908
29694,1504
29695,1554
29695,4643
29695,17039
29696,1554
29696,4643
29697,1554
29697,4643
29698,1554
29698,4643
29699,1554
29699,4643
29699,4908
29700,1554
29700,4643
29700,4908
29701,1554
29701,4643
29701,4908
29701,17039
29701,1504
29702,1554
29702,4643
29703,1554
29703,4643
29704,1554
29704,4643
29704,4908
29705,1554
29705,4643
29705,4908
29705,1504
29706,1554
29707,1554
29707,4643
29707,4908
29709,1554
29709,4643
29709,4908
29709,1504
29726,1554
29726,4908
29726,4643
29726,17039
29726,1504
29727,17039
29735,17039
29755,29163
29784,1554
29787,1554
29787,17039
29788,1554
29788,4643
29788,4908
29788,1504
29789,1554
29789,4643
29789,4908
29789,1504
29790,1554
29791,1554
29791,4643
29791,4908
29792,1554
29792,4643
29792,4908
29792,1504
29793,1554
29793,4643
29793,1504
29794,1554
29794,4643
29795,1554
29795,4643
29795,4908
29795,1504
29796,1554
29796,4643
29796,1504
29797,1554
29798,1554
29798,4643
29798,4908
29798,17039
29798,1504
29799,1554
29799,4643
29800,1554
29800,4908
29800,4643
29801,1554
29801,4643
29803,1554
29803,4643
29803,1504
29804,1554
29806,1554
29806,4643
29806,4908
29807,1554
29807,4643
29807,4908
29812,2224
29832,1554
29832,4643
29851,43629
29856,1554
29868,39384
29884,1554
29884,4908
29885,20043
29907,4643
29917,77758
29923,4643
29937,1554
29938,73806
29939,1554
29940,1554
29940,4643
29940,4908
29941,1554
29942,1554
29942,4643
29942,4908
29942,17039
29943,1554
29943,4643
29944,1554
29944,4643
29945,1554
29945,4643
29945,4908
29945,1504
29946,1554
29946,4643
29947,1554
29947,4643
29948,1554
29948,4643
29948,4908
29949,1554
29950,1554
29950,17039
29951,1554
29951,4908
29951,4643
29951,17039
29952,1554
29952,4643
29953,1554
29954,1554
29954,4643
29955,1554
29956,1554
29956,17039
29962,35764
29969,17039
29974,1554
29974,4643
29974,17039
29990,1554
29995,35764
30005,4643
30007,78804
30011,1504
30018,1554
30019,1554
30019,4643
30020,1554
30020,4643
30021,1554
30022,1554
30023,1554
30023,4643
30023,4908
30023,17039
30024,1554
30024,4908
30024,4643
30025,1554
30026,1554
30027,1554
30027,4643
30028,1554
30028,4643
30028,4908
30029,1554
30029,4643
30031,1554
30031,4908
30031,4643
30034,1554
30035,1554
30035,4643
30037,1554
30037,4643
30037,4908
30037,1504
30038,1554
30039,1554
30039,4643
30052,4643
30054,4643
30060,1554
30060,4908
30060,4643
30060,17039
30064,4643
30078,76023
30090,63802
30090,63808
30090,73806
30090,83694
30091,78676
30092,1554
30092,4643
30092,4908
30092,17039
30094,1554
30094,4643
30095,1554
30096,1554
30096,4643
30097,1554
30097,4908
30098,1554
30098,4643
30098,4908
30098,1504
30099,1554
30099,4643
30099,4908
30099,17039
30101,1554
30101,4908
30101,4643
30103,1554
30105,1554
30105,4643
30106,1554
30107,1554
30107,4643
30107,4908
30108,1554
30108,4643
30109,1554
30110,1554
30110,17039
30111,1554
30112,1554
30112,4643
30112,4908
30112,1504
30113,1554
30113,4643
30114,1554
30114,4643
30114,4908
30114,17039
30115,1554
30115,4643
30120,29163
30123,1554
30124,1554
30125,1554
30125,4908
30125,4643
30125,1504
30127,2198
30127,13736
30127,15855
30127,15850
30127,25685
30127,28150
30127,28473
30127,29917
30127,30130
30127,30132
30127,47141
30127,48341
30127,52881
30127,61850
30127,65579
30127,67306
30127,76024
30127,78045
30127,78239
30127,79518
30127,79516
30127,80949
30127,83223
30127,84230
30127,85653
30127,86701
30127,88008
30130,30127
30132,30127
30138,78958
30166,4643
30178,1554
30178,4643
30191,1554
30192,4908
30192,4643
30193,1554
30193,4643
30201,83927
30202,78958
30212,1554
30213,1554
30213,4643
30213,17039
30214,1554
30214,4643
30214,4908
30214,1504
30215,1554
30215,4643
30216,1554
30216,4643
30216,4908
30217,1554
30217,4643
30217,4908
30217,17039
30218,1554
30219,1554
30219,4908
30219,4643
30219,1504
30220,1554
30220,4643
30220,4908
30221,1554
30221,4908
30221,4643
30221,17039
30221,1504
30222,1554
30222,4908
30222,4643
30222,17039
30223,1554
30223,4643
30224,1554
30224,4643
30224,4908
30225,1554
30226,1554
30226,4643
30226,17039
30227,1554
30228,1554
30228,4908
30228,4643
30230,1554
30270,20043
30309,12823
30309,57969
30314,73319
30359,83692
30362,1554
30362,4643
30362,1504
30391,1554
30391,4643
30416,1554
30416,4908
30416,4643
30418,1554
30418,35619
30418,86852
30444,4643
30460,1554
30460,4643
30460,17039
30461,1554
30461,4908
30464,1554
30464,4643
30479,1554
30479,4643
30479,1504
30493,1554
30493,4643
30502,84660
30504,20043
30526,1554
30526,4908
30526,4643
30526,17039
30533,1554
30533,4908
30533,4643
30533,17039
30533,1504
30534,4643
30537,32793
30539,1554
30539,4908
30539,4643
30539,17039
30539,1504
30550,17039
30577,1554
30577,17039
30590,1554
30590,4643
30590,4908
30590,1504
30592,63204
30596,1504
30618,1554
30618,4643
30618,17039
30634,1554
30634,4643
30641,1554
30641,4908
30641,4643
30642,1554
30660,80732
30677,4908
30685,1554
30685,4908
30685,4643
30685,17039
30685,1504
30691,50210
30692,1554
30692,17039
30693,1554
30693,4643
30693,4908
30694,1554
30694,17039
30695,1554
30695,4643
30695,4908
30695,17039
30695,1504
30696,1554
30696,4643
30696,4908
30696,1504
30697,1554
30697,4643
30698,1554
30699,1554
30700,1554
30700,4643
30700,4908
30700,1504
30701,1554
30701,4908
30701,4643
30702,1554
30702,4908
30702,4643
30702,1504
30703,1554
30703,4643
30704,1554
30705,1554
30705,4908
30705,4643
30705,1504
30706,1554
30706,4643
30706,4908
30706,1504
30708,1554
30709,1554
30709,4908
30709,4643
30709,1504
30710,1554
30710,4643
30712,1554
30712,4643
30712,4908
30714,1554
30714,4908
30714,4643
30716,1554
30725,4643
30732,75449
30752,1554
30752,4643
30784,27883
30784,51523
30784,52362
30784,73319
30787,1554
30787,4908
30787,4643
30788,1554
30788,4908
30788,4643
30789,1554
30789,4643
30790,1554
30790,4908
30790,4643
30790,57893
30791,1554
30791,4643
30791,4908
30791,1504
30792,1554
30792,4643
30793,1554
30794,1554
30794,4643
30795,1554
30796,1554
30796,4643
30796,4908
30796,17039
30796,1504
30797,1554
30797,4908
30798,1554
30798,17039
30798,1504
30799,1554
30799,4643
30799,4908
30800,1554
30801,1554
30801,4643
30801,17039
30802,1554
30802,4643
30803,1554
30803,4643
30804,1554
30804,4908
30804,17039
30805,1554
30805,4643
30811,17039
30828,1554
30829,1554
30829,4908
30830,1554
30830,4643
30851,1554
30853,1554
30853,4908
30853,4643
30853,1504
30860,1504
30870,63204
30875,36328
30876,1554
30876,4908
30876,4643
30876,17039
30879,4908
30879,4643
30879,17039
30887,1554
30887,4908
30887,4643
30887,17039
30899,1554
30899,4908
30899,4643
30899,1504
30919,1554
30919,4908
30919,4643
30920,2224
30921,1554
30921,4908
30921,4643
30921,17039
30921,1504
30923,1554
30923,4643
30924,2224
30925,1554
30925,4908
30926,2224
30927,1554
30927,4908
30927,4643
30928,2224
30929,1554
30929,4908
30929,4643
30930,2224
30931,1554
30931,4908
30931,4643
30932,1554
30932,4643
30933,2224
30934,1554
30935,2224
30936,1554
30936,4908
30937,1554
30937,4643
30937,1504
30938,2224
30939,1554
30939,4908
30939,4643
30940,2224
30941,1554
30941,4643
30941,17039
30942,1554
30942,4643
30943,2224
30944,1554
30944,4643
30945,1554
30945,4643
30945,17039
30946,1554
30949,1504
30976,2224
30977,2224
30978,2224
30979,2224
30980,2224
30981,2224
31013,1554
31013,4908
31013,4643
31013,17039
31013,1504
31013,63204
31018,2224
31019,2224
31023,1554
31023,4908
31023,4643
31024,1554
31024,4908
31024,4643
31025,1554
31025,4643
31026,1554
31026,4643
31026,1504
31027,1554
31027,4908
31027,4643
31028,1554
31029,1554
31029,4908
31029,4643
31030,1554
31030,4908
31030,4643
31030,17039
31030,1504
31031,1554
31031,4908
31031,4643
31032,1554
31032,4643
31032,17039
31033,1554
31033,4908
31033,4643
31034,1554
31035,1554
31035,4908
31035,4643
31035,17039
31036,1554
31036,4908
31036,4643
31036,17039
31037,1554
31038,1554
31039,1554
31039,4643
31040,1554
31040,4908
31040,4643
31041,1554
31055,17039
31058,1554
31058,4908
31058,4643
31058,1504
31063,1554
31075,4643
31076,17039
31083,4643
31088,39384
31094,78958
31098,17039
31100,4643
31100,17039
31114,1504
31148,1554
31148,4908
31159,1554
31159,4643
31159,1504
31160,1554
31160,4908
31160,4643
31160,1504
31161,1554
31161,4643
31161,1504
31162,1554
31163,1554
31164,1554
31164,4643
31164,4908
31164,1504
31165,1554
31165,4643
31165,1504
31166,1554
31166,4908
31166,4643
31166,1504
31167,1554
31168,1554
31168,53005
31169,1554
31169,4643
31169,4908
31169,17039
31169,1504
31169,37979
31170,1554
31170,4908
31170,4643
31170,17039
31171,1554
31171,4908
31171,4643
31171,1504
31172,1554
31173,1554
31175,1554
31175,4643
31175,17039
31176,1554
31220,4643
31224,1554
31224,4908
31224,4643
31225,1554
31226,1554
31227,1554
31227,4908
31227,4643
31227,1504
31228,1554
31228,4908
31228,4643
31229,1554
31229,4908
31230,1554
31230,4643
31231,1554
31232,1554
31233,1554
31234,1554
31235,1554
31235,4908
31235,4643
31236,1554
31236,4908
31236,4643
31237,1554
31237,4908
31237,4643
31268,1554
31272,1554
31289,1554
31289,4643
31290,1554
31290,4908
31290,4643
31290,17039
31291,1554
31291,4643
31292,1554
31292,4908
31292,4643
31293,1554
31293,4908
31293,4643
31293,10875
31293,35616
31293,35619
31293,35730
31293,35770
31293,35625
31293,35727
31293,35927
31293,35930
31293,44720
31293,47696
31293,48578
31293,51745
31293,52582
31293,53078
31293,58135
31293,66537
31293,71753
31293,72337
31293,72670
31293,73317
31293,73319
31293,74265
31293,76299
31293,78231
31293,78549
31293,78550
31293,78552
31293,79034
31293,79023
31293,79475
31293,79920
31293,80078
31293,80176
31293,81472
31293,82854
31293,82883
31293,83619
31293,83743
31293,83912
31293,83920
31293,83917
31293,84405
31293,84714
31293,84725
31293,84726
31293,85203
31293,85472
31293,85564
31293,85845
31293,85849
31293,86595
31293,86817
31293,86824
31293,86863
31293,86866
31293,86903
31293,87857
31293,88240
31293,88717
31293,88832
31293,88833
31293,88869
31293,88877
31293,89013
31293,90234
31293,90352
31293,90390
31294,1554
31294,4643
31295,1554
31295,4908
31295,4643
31295,1504
31296,1554
31296,4908
31296,4643
31296,1504
31297,1554
31297,4908
31297,4643
31297,1504
31298,1554
31298,4643
31299,1554
31299,4908
31299,4643
31299,1504
31301,1554
31301,4643
31303,1554
31303,4643
31305,1554
31307,1554
31307,4908
31307,4643
31308,1554
31308,4908
31308,4643
31308,17039
31309,1554
31309,4908
31309,4643
31309,1504
31311,1554
31311,4908
31311,4643
31311,1504
31313,1554
31315,1554
31315,4643
31317,1554
31317,4908
31317,4643
31325,1554
31326,17039
31350,1554
31350,4643
31353,1554
31353,4908
31353,4643
31353,1504
31354,1554
31354,17039
31358,17039
31358,1504
31405,4643
31410,62335
31416,1554
31421,1554
31421,4643
31437,85205
31448,4089
31469,85142
31493,1554
31493,4643
31493,17039
31494,1554
31494,4643
31495,1554
31495,4643
31496,1554
31497,1554
31498,1554
31498,4908
31498,4643
31498,17039
31499,1554
31499,4643
31500,1554
31500,4643
31501,1554
31502,1554
31502,4908
31502,4643
31503,1554
31503,4908
31503,4643
31503,17039
31504,1554
31505,1554
31505,4908
31505,4643
31505,17039
31506,1554
31507,1554
31507,4908
31507,4643
31508,1554
31510,4643
31529,17039
31550,4643
31551,1554
31551,4643
31551,1504
31561,1554
31571,1554
31571,4908
31571,4643
31571,17039
31571,1504
31578,4643
31597,1554
31598,1554
31599,1554
31600,1554
31601,1554
31601,4908
31601,4643
31602,1554
31602,4908
31602,4643
31602,17039
31602,1504
31603,1554
31603,4908
31603,4643
31604,1554
31604,4908
31604,4643
31604,17039
31605,1554
31606,1554
31606,4908
31607,1554
31607,4643
31608,1554
31608,4908
31608,17039
31609,1554
31609,4908
31609,4643
31610,1554
31610,4643
31610,4908
31610,1504
31611,1554
31611,4908
31611,4643
31612,1554
31612,4908
31612,4643
31612,1504
31613,1554
31613,4908
31613,4643
31613,17039
31614,1554
31614,4643
31615,1554
31615,4908
31615,4643
31645,1554
31650,1554
31650,4643
31651,67297
31652,77758
31652,57969
31653,51523
31690,4643
31716,1554
31717,1504
31719,4908
31719,1504
31720,1554
31720,4908
31720,4643
31724,1554
31724,4908
31724,4643
31724,17039
31725,1554
31725,4643
31725,4908
31725,1504
31726,1554
31726,4908
31726,4643
31726,17039
31726,1504
31727,1554
31727,4908
31727,4643
31727,17039
31727,1504
31728,1554
31728,4908
31728,4643
31728,1504
31729,1554
31729,4908
31729,4643
31730,1554
31731,1554
31731,4643
31732,1554
31732,4908
31732,4643
31732,17039
31733,1554
31733,4643
31734,1554
31735,1554
31735,4908
31735,17039
31735,1504
31736,1554
31736,4643
31737,1554
31737,4908
31737,4643
31738,1554
31738,4643
31738,4908
31739,1554
31739,4908
31739,4643
31747,1554
31747,4908
31747,4643
31747,1504
31760,29163
31775,1554
31775,4908
31775,4643
31775,1504
31779,1554
31779,4908
31779,4643
31779,17039
31779,1504
31801,1554
31801,4643
31804,1554
31804,4908
31804,4643
31812,4643
31823,1554
31837,63204
31858,4908
31858,4643
31871,37979
31872,1554
31872,4908
31872,4643
31872,17039
31872,1504
31889,28802
31889,76031
31889,46368
31889,45550
31892,1554
31892,4908
31892,4643
31893,1504
31916,4643
31942,1554
31942,4643
31942,1504
32004,63808
32004,83700
32004,75291
32004,83701
32004,63795
32004,46297
32004,83694
32027,1554
32027,4908
32027,4643
32028,1554
32028,4908
32028,4643
32028,1504
32029,1554
32029,4908
32029,4643
32029,1504
32030,1554
32031,1554
32031,17039
32032,1554
32032,4908
32032,4643
32032,17039
32032,1504
32033,1554
32033,4643
32034,1554
32035,1554
32036,1554
32036,4908
32036,4643
32037,1554
32037,4908
32037,4643
32038,1554
32039,1554
32039,4643
32040,1554
32040,85142
32041,1554
32041,4908
32041,4643
32041,17039
32047,1554
32048,84660
32057,1554
32057,4643
32058,86201
32059,83694
32060,1554
32107,1554
32107,4643
32107,17039
32108,1554
32109,1554
32110,1554
32110,4643
32112,1554
32112,4908
32112,4643
32113,1554
32114,1554
32115,1554
32116,1554
32117,1554
32117,4908
32117,4643
32118,1554
32118,4908
32118,4643
32118,1504
32120,1554
32120,4643
32120,4908
32120,1504
32121,1554
32121,4908
32121,4643
32121,17039
32121,1504
32123,1554
32123,4908
32123,4643
32123,1504
32125,1554
32126,1554
32126,4908
32126,4643
32128,1554
32129,1554
32130,4908
32130,4643
32131,1554
32131,4643
32131,1504
32144,83694
32164,1554
32164,4908
32164,4643
32164,17039
32164,1504
32166,4908
32167,17039
32168,4643
32168,17039
32168,1504
32180,2310
32180,4089
32180,9491
32180,13320
32180,16160
32180,16369
32180,28006
32180,45304
32180,45357
32180,45327
32180,45358
32180,46988
32180,49939
32180,53642
32180,69132
32180,73711
32180,74014
32180,74888
32180,79834
32180,80059
32180,84232
32180,86392
32204,4643
32206,1554
32206,4908
32206,4643
32206,17039
32207,1554
32207,4908
32207,4643
32207,17039
32208,1554
32208,4908
32208,4643
32208,1504
32209,1554
32210,1554
32210,4908
32210,4643
32210,1504
32211,1554
32211,4908
32211,4643
32211,1504
32212,1554
32212,4908
32212,4643
32213,1554
32213,4643
32214,1554
32214,4643
32214,17039
32214,1504
32215,1554
32216,1554
32217,1554
32217,4643
32218,1554
32218,4643
32220,1554
32220,4643
32221,1554
32221,4643
32221,1504
32222,1554
32222,4643
32222,17039
32223,1554
32223,4643
32224,1554
32224,4908
32224,4643
32225,1554
32237,1554
32279,12395
32279,78917
32279,48473
32281,80948
32318,1554
32319,1554
32319,4908
32319,17039
32324,80732
32328,90254
32340,1554
32340,4908
32340,4643
32342,1554
32343,4643
32359,1554
32360,61251
32390,4643
32417,32793
32422,4643
32422,17039
32463,20043
32464,4643
32466,32485
32485,2130
32485,19965
32485,86403
32485,21559
32485,63250
32485,86414
32485,83269
32485,82681
32485,60504
32485,82326
32485,82745
32485,86413
32485,21405
32485,56344
32485,63413
32485,86402
32485,26063
32485,86401
32485,85331
32485,86406
32485,66131
32485,83252
32485,83271
32485,83974
32485,57793
32485,86407
32485,28555
32485,86163
32485,86415
32485,84134
32485,82393
32485,86417
32485,46062
32485,5250
32485,78966
32485,86412
32485,81378
32485,86409
32485,86404
32485,86416
32485,22890
32485,78704
32485,16316
32485,9210
32485,38765
32485,83130
32485,65127
32485,60090
32485,81859
32485,86420
32485,86421
32485,75543
32485,78862
32485,78873
32543,83691
32544,20043
32563,83691
32594,4643
32595,1554
32595,4643
32596,1554
32596,1504
32616,12823
32642,79002
32664,1554
32664,4908
32664,4643
32664,1504
32665,17039
32674,62688
32682,78958
32691,56060
32695,4643
32720,15073
32720,35617
32720,35731
32720,44981
32720,46876
32720,52086
32720,58135
32720,65419
32720,72529
32720,73317
32720,77797
32720,78042
32720,79353
32720,80815
32720,82252
32720,82883
32720,83614
32720,83915
32720,86046
32720,86257
32720,86333
32720,86828
32720,86851
32720,86852
32720,87703
32722,12823
32737,1554
32737,4908
32737,4643
32737,17039
32737,1504
32742,1554
32742,4643
32751,47924
32793,2432
32793,4089
32793,8364
32793,12122
32793,13320
32793,17647
32793,23031
32793,26471
32793,27161
32793,27495
32793,28143
32793,32180
32793,32417
32793,39790
32793,45327
32793,45357
32793,45358
32793,48868
32793,51647
32793,53801
32793,55704
32793,69132
32793,78235
32793,82076
32793,82103
32793,84078
32793,84232
32793,85211
32793,85348
32794,1554
32794,17039
32795,1554
32795,4908
32795,4643
32796,1554
32797,1554
32797,4643
32797,17039
32797,1504
32798,1554
32798,4908
32798,4643
32798,1504
32799,1554
32799,4908
32799,4643
32800,1554
32800,4643
32801,1554
32801,4643
32801,1504
32802,1554
32802,4908
32802,1504
32803,1554
32803,4908
32803,4643
32803,1504
32804,1554
32805,1554
32805,4643
32805,1504
32806,1554
32806,4908
32806,4643
32806,17039
32807,1554
32808,1554
32809,1554
32809,4643
32810,1554
32810,4908
32810,17039
32810,1504
32811,1554
32811,4643
32813,1554
32813,4908
32813,4643
32813,17039
32813,1504
32817,80037
32819,2408
32819,9213
32819,83812
32819,86470
32819,86471
32819,86468
32819,86469
32819,86472
32819,84719
32819,54434
32819,86484
32819,79783
32819,78354
32819,75717
32819,85271
32819,86485
32819,86486
32819,86487
32819,82148
32819,86488
32819,86489
32819,78712
32819,86490
32819,80055
32819,86491
32819,78657
32819,84441
32844,17039
32851,79584
32852,1554
32852,4908
32852,4643
32853,4908
32857,1554
32857,4908
32857,4643
32858,1554
32858,4908
32858,4643
32859,1554
32859,4643
32860,1554
32860,4908
32860,4643
32861,1554
32862,1554
32862,4908
32862,4643
32863,1554
32864,1554
32864,4643
32864,17039
32865,1554
32867,1554
32867,4643
32868,1554
32869,1554
32870,1554
32870,4908
32870,4643
32870,1504
32871,1554
32871,1504
32872,1554
32872,4908
32872,4643
32872,1504
32874,1554
32874,4908
32874,4643
32874,1504
32875,1554
32875,4643
32876,1554
32931,1554
32931,4908
32931,4643
32931,1504
32932,1554
32932,4908
32932,4643
32932,1504
32933,1554
32934,1554
32934,4908
32934,4643
32934,17039
32935,1554
32935,4643
32936,1554
32936,4908
32936,4643
32936,17039
32936,1504
32937,1554
32937,4908
32937,4643
32937,1504
32938,1554
32938,4908
32938,4643
32939,1554
32940,1554
32940,4643
32940,4908
32941,1554
32941,4643
32942,1554
32942,4908
32942,4643
32942,17039
32943,1554
32943,4908
32943,4643
32944,1554
32944,4643
32945,1554
32945,4908
32945,4643
32945,1504
32946,1554
32946,4643
32946,17039
32967,12395
32967,13488
32973,85205
32997,1554
32997,4908
32997,4643
32997,17039
32997,1504
32998,1554
32998,4908
32998,4643
32998,1504
32999,1554
32999,4908
32999,4643
32999,1504
33000,1554
33000,4908
33000,4643
33000,1504
33001,1554
33002,1554
33002,4908
33002,4643
33003,1554
33003,4643
33004,1554
33004,4908
33005,1554
33005,4908
33005,4643
33006,1554
33006,4643
33007,1554
33007,4908
33007,4643
33007,1504
33008,1554
33008,4908
33008,4643
33009,1554
33009,4643
33009,17039
33009,1504
33010,1554
33010,4643
33010,1504
33011,1554
33011,4643
33012,1554
33013,1554
33014,1554
33014,4643
33034,1554
33034,4643
33042,1554
33042,4908
33042,4643
33042,1504
33043,1554
33043,4908
33043,4643
33043,17039
33043,1504
33044,1554
33044,4643
33045,1554
33045,4643
33046,1554
33046,4908
33046,4643
33046,1504
33047,1554
33048,1554
33048,4643
33049,1554
33049,4908
33051,1554
33051,4643
33051,1504
33053,1554
33053,4908
33053,4643
33053,1504
33055,1554
33055,4908
33055,4643
33056,1554
33056,4908
33056,4643
33058,1554
33058,4908
33058,4643
33060,1554
33062,1554
33063,1554
33098,61251
33104,73806
33125,1554
33125,4643
33126,1554
33126,4643
33127,1554
33127,4908
33127,4643
33127,17039
33128,1554
33129,1554
33129,4908
33129,4643
33129,17039
33129,1504
33130,1554
33131,1554
33131,4643
33131,17039
33132,1554
33132,4908
33132,4643
33133,1554
33133,4643
33133,1504
33134,1554
33134,4908
33134,4643
33134,1504
33135,1554
33135,4643
33136,1554
33136,4908
33136,4643
33136,17039
33136,1504
33137,1554
33137,4908
33137,4643
33137,17039
33138,1554
33138,4643
33138,17039
33139,1554
33140,1554
33140,4643
33141,1554
33141,4908
33141,4643
33142,1554
33142,4643
33143,1554
33143,17039
33162,12823
33187,4908
33187,4643
33188,2446
33188,7119
33188,18200
33188,25927
33188,27453
33188,47526
33188,42432
33188,84602
33188,40348
33188,58766
33188,70703
33188,45481
33188,78336
33188,18270
33188,65448
33188,82623
33188,33408
33188,27757
33188,40713
33188,54951
33188,86526
33188,71899
33188,39127
33188,3602
33188,85046
33188,74116
33188,48444
33188,51037
33188,66325
33188,15172
33188,48950
33188,42037
33188,23131
33188,27331
33188,36751
33188,79237
33188,80017
33188,79211
33188,83282
33188,64545
33188,66100
33188,79096
33188,81670
33188,81253
33188,56000
33188,57088
33188,74455
33245,1554
33245,4643
33246,1554
33246,4908
33246,4643
33246,17039
33247,1554
33247,4908
33247,4643
33248,1554
33248,4908
33248,4643
33248,1504
33249,1554
33249,4908
33249,4643
33250,1554
33250,4908
33250,4643
33250,17039
33250,1504
33251,1554
33251,4643
33251,1504
33252,1554
33252,4908
33252,4643
33252,1504
33253,1554
33253,4908
33253,4643
33253,17039
33253,1504
33254,1554
33254,4643
33255,1554
33256,1554
33256,4908
33256,4643
33256,1504
33257,1554
33257,4908
33257,4643
33258,1554
33258,17039
33259,1554
33259,4908
33259,4643
33259,1504
33260,1554
33260,4908
33260,4643
33260,1504
33261,1554
33261,4908
33261,4643
33262,29163
33280,48189
33297,1554
33297,4908
33297,4643
33302,1554
33309,43629
33312,4643
33323,45550
33326,80522
33349,60742
33376,1554
33377,1554
33377,4643
33378,63204
33383,1554
33384,1554
33384,4908
33384,4643
33384,17039
33385,1554
33385,4643
33386,1554
33386,4643
33387,1554
33387,4643
33388,1554
33388,4643
33389,1554
33390,1554
33390,4908
33390,4643
33390,1504
33391,1554
33392,1554
33392,4908
33392,4643
33393,1554
33393,4908
33393,4643
33394,1554
33394,4643
33394,17039
33395,1554
33396,1554
33396,4908
33397,1554
33397,4908
33397,4643
33398,1554
33398,4908
33398,4643
33398,1504
33399,1554
33399,4908
33399,4643
33399,1504
33400,1554
33400,4908
33400,4643
33400,85142
33400,1504
33401,1554
33401,4908
33401,4643
33454,1554
33454,4908
33454,4643
33454,17039
33454,1504
33455,1554
33455,4643
33456,1554
33457,1554
33458,1554
33459,1554
33460,1554
33460,4643
33461,1554
33461,4643
33462,1554
33462,4908
33462,4643
33462,17039
33462,1504
33463,1554
33463,4643
33464,1554
33464,4908
33464,4643
33465,1554
33465,4908
33465,4643
33466,1554
33466,4908
33466,4643
33467,1554
33467,4643
33468,1554
33468,4908
33468,4643
33468,17039
33469,1554
33469,4643
33469,17039
33470,1554
33471,1554
33471,4908
33471,4643
33471,17039
33471,1504
33472,1554
33472,4908
33472,4643
33472,1504
33473,1554
33492,73806
33495,20043
33505,32793
33542,1554
33545,1554
33545,4908
33545,4643
33546,1554
33546,4908
33546,4643
33547,1554
33548,1554
33549,1554
33550,1554
33550,4908
33550,4643
33550,1504
33551,1554
33551,4908
33551,4643
33551,1504
33552,1554
33552,4908
33552,4643
33553,1554
33553,4908
33553,4643
33554,1554
33554,4908
33554,4643
33554,1504
33555,1554
33555,4908
33555,4643
33555,1504
33556,1554
33556,4643
33557,1554
33558,1554
33558,4908
33558,4643
33558,17039
33558,1504
33559,1554
33559,4908
33559,4643
33559,1504
33560,1554
33560,4908
33560,4643
33561,1554
33561,4643
33561,1504
33562,1554
33562,4908
33562,4643
33562,17039
33562,1504
33563,1554
33597,4908
33655,1554
33655,4643
33656,1554
33657,1554
33657,4908
33657,4643
33657,27883
33658,1554
33658,4908
33658,4643
33658,1504
33659,1554
33659,4908
33659,4643
33660,1554
33661,1554
33661,4908
33661,4643
33661,17039
33661,1504
33662,1554
33662,4643
33662,17039
33663,1554
33663,4908
33664,1554
33664,4908
33664,4643
33664,17039
33665,1554
33665,4908
33666,1554
33666,4643
33667,1554
33667,4908
33668,1554
33669,1554
33669,4908
33669,4643
33669,17039
33669,1504
33670,1554
33670,4908
33670,4643
33671,1554
33671,4908
33671,4643
33672,1554
33693,17039
33699,84479
33702,1554
33702,4643
33705,1554
33705,4643
33707,1554
33708,1554
33708,4643
33709,1554
33709,4908
33709,4643
33710,1554
33710,4643
33710,1504
33711,1554
33714,1554
33714,4643
33716,1554
33716,4643
33718,1554
33718,4643
33720,1554
33720,4908
33720,4643
33720,1504
33722,1554
33722,4643
33724,1554
33726,1554
33726,4908
33726,4643
33728,1554
33729,1554
33729,4908
33729,4643
33729,17039
33729,86587
33729,35823
33729,37014
33729,83538
33730,1554
33730,4908
33730,4643
33732,1554
33734,1554
33734,4908
33734,4643
33734,1504
33736,1554
33736,4908
33736,4643
33736,84376
33832,25981
33835,1554
33835,4643
33835,17039
33836,1554
33837,1554
33837,17039
33838,1554
33838,4908
33838,4643
33838,17039
33839,1554
33839,4908
33839,4643
33839,1504
33840,1554
33840,4908
33840,4643
33841,1554
33841,4908
33841,17039
33842,1554
33842,4908
33842,4643
33842,17039
33842,84376
33842,1504
33845,1554
33845,4908
33845,4643
33845,17039
33845,1504
33846,1554
33847,1554
33848,1554
33848,4908
33848,4643
33848,1504
33849,1554
33850,1554
33850,4643
33851,1554
33852,1554
33852,4908
33852,4643
33852,1504
33853,1554
33853,4908
33853,4643
33853,1504
